listing_class,cost,name,address,beds,baths,sqft,neighborhood,zipcode,property_link
3,"$1,980 - 2,300","Apartment for Rent, Chicago, IL",3565 W Lyndale St,2-3 Beds,1 - 2 ba,"1,100 - 1,500 sq ft",Logan Square,"3565 W Lyndale St Chicago, IL 60647",https://www.apartments.com/3565-w-lyndale-st-chicago-il/vx4b2ee/
3,"$1,350 ","Apartment for Rent, Chicago, IL",3000 N Whipple St,1 Bed,1 ba,600 sq ft,Logan Square,"3000 N Whipple St Chicago, IL 60618",https://www.apartments.com/3000-n-whipple-st-chicago-il-unit-2/08ktyw0/
3,"$1,800 ","Apartment for Rent, Chicago, IL",1739 Mozart N St,3 Beds,1 ba,700 sq ft,Logan Square,"1739 Mozart N St Chicago, IL 60647",https://www.apartments.com/1739-mozart-n-st-chicago-il-unit-1/czvxfgd/
3,"$1,795 ","Apartment for Rent, Chicago, IL",2319 N Rockwell St,1 Bed,1 ba,700 sq ft,Logan Square,"2319 N Rockwell St Chicago, IL 60647",https://www.apartments.com/2319-n-rockwell-st-chicago-il-unit-a3/6ewmzsv/
3,"$2,100 ","Apartment for Rent, Chicago, IL",2757 W Logan Blvd,2 Beds,1 ba,100 sq ft,Logan Square,"2757 W Logan Blvd Chicago, IL 60647",https://www.apartments.com/2757-w-logan-blvd-chicago-il-unit-2/22bxpj8/
3,"$1,950 ","Condo for Rent, Chicago, IL",3301 N Harding Ave,2 Beds,1 ba,900 sq ft,Logan Square,"3301 N Harding Ave Chicago, IL 60618",https://www.apartments.com/3301-n-harding-ave-chicago-il-unit-e2/bhhfev8/
3,"$4,500 ","Apartment for Rent, Chicago, IL",1751 N Western Ave,2 Beds,1.5 ba,"1,250 sq ft",Logan Square,"1751 N Western Ave Chicago, IL 60647",https://www.apartments.com/1751-n-western-ave-chicago-il-unit-1071220694/ywp5sks/
3,"$1,095 - 1,550","Apartment for Rent, Chicago, IL",2600 N Kimball Ave,Studio - 1 Bed,1 ba,100 sq ft,Logan Square,"2600 N Kimball Ave Chicago, IL 60647",https://www.apartments.com/2600-n-kimball-ave-chicago-il/437nc7j/
3,"$2,670 ","Condo for Rent, Chicago, IL",2375 W Montana St,3 Beds,2 ba,"1,500 sq ft",Logan Square,"2375 W Montana St Chicago, IL 60647",https://www.apartments.com/2375-w-montana-st-chicago-il-unit-b3/xpy16pn/
3,"$1,195 - 1,750","Apartment for Rent, Chicago, IL",2420 N Kedzie Ave,Studio - 1 Bed,1 ba,100 sq ft,Logan Square,"2420 N Kedzie Ave Chicago, IL 60618",https://www.apartments.com/2420-n-kedzie-ave-chicago-il/hyjncj3/
3,"$1,195 ","Apartment for Rent, Chicago, IL",2822 W Palmer St,Studio,1 ba,500 sq ft,Logan Square,"2822 W Palmer St Chicago, IL 60647",https://www.apartments.com/2822-w-palmer-st-chicago-il-unit-2/d9mxx8l/
3,"$1,950 ","Apartment for Rent, Chicago, IL",3567 W Lyndale St,3 Beds,2 ba,"1,500 sq ft",Logan Square,"3567 W Lyndale St Chicago, IL 60647",https://www.apartments.com/3567-w-lyndale-st-chicago-il-unit-3w/q50xmzx/
3,"$1,995 ","2047-2049-2049 N Hoyne Ave Unit 2047-GS, Chicago, IL",2047-2049-2049 N Hoyne Ave,1 Bed,1 ba,,Bucktown,"2047-2049-2049 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-2049-2049-n-hoyne-ave-chicago-il-unit-2047-gs/f0bbbgv/
3,"$2,400 ","1922 N Wilmot Ave Unit R2, Chicago, IL",1922 N Wilmot Ave,2 Beds,1 ba,900 sq ft,Bucktown,"1922 N Wilmot Ave Chicago, IL 60647",https://www.apartments.com/1922-n-wilmot-ave-chicago-il-unit-r2/p1yn4rt/
3,"$1,710 ","1851 W Dickens Ave Unit F1, Chicago, IL",1851 W Dickens Ave,1 Bed,1 ba,700 sq ft,Bucktown,"1851 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1851-w-dickens-ave-chicago-il-unit-f1/yt8yf8s/
3,"$3,995 ","Townhome for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,,Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il/hsghpv3/
3,"$1,770 ","Condo for Rent, Chicago, IL",2039 N Western Ave,2 Beds,1 ba,,Bucktown,"2039 N Western Ave Chicago, IL 60647",https://www.apartments.com/2039-n-western-ave-chicago-il-unit-2/3v6sd0d/
3,"$3,300 ","Condo for Rent, Chicago, IL",2034 N Avondale Ave,2 Beds,2 ba,,Bucktown,"2034 N Avondale Ave Chicago, IL 60614",https://www.apartments.com/2034-n-avondale-ave-chicago-il-unit-2n/pzfsewr/
3,"$3,100 ","Apartment for Rent, Chicago, IL",1517 N Bosworth Ave,2 Beds,2 ba,"1,600 sq ft",Bucktown,"1517 N Bosworth Ave Chicago, IL 60642",https://www.apartments.com/1517-n-bosworth-ave-chicago-il-unit-3/qf5vx5x/
3,"$3,200 ","Condo for Rent, Chicago, IL",2314 W Wabansia Ave,2 Beds,2 ba,,Bucktown,"2314 W Wabansia Ave Chicago, IL 60647",https://www.apartments.com/2314-w-wabansia-ave-chicago-il-unit-2w/q72n80z/
3,"$2,204 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,Studio,1 ba,597 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/rpb1f60/
3,"$2,750 ","Apartment for Rent, Chicago, IL",1459 N Milwaukee Ave,2 Beds,2 ba,"1,100 sq ft",Bucktown,"1459 N Milwaukee Ave Chicago, IL 60622",https://www.apartments.com/1459-n-milwaukee-ave-chicago-il-unit-002c/f2nxkyv/
3,"$3,404 ","Apartment for Rent, Chicago, IL",1812 N Milwaukee Ave,2 Beds,2 ba,"1,050 sq ft",Bucktown,"1812 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1812-n-milwaukee-ave-chicago-il-unit-2/ndfm6jn/
3,"$4,200 - 4,300","Apartment for Rent, Chicago, IL",2351 W North Ave,4 Beds,4 ba,"1,600 sq ft",Bucktown,"2351 W North Ave Chicago, IL 60647",https://www.apartments.com/2351-w-north-ave-chicago-il-unit-3/816ybc3/
3,"$2,675 ","Condo for Rent, Chicago, IL",2342 W Bloomingdale Ave,2 Beds,2 ba,"1,100 sq ft",Bucktown,"2342 W Bloomingdale Ave Chicago, IL 60647",https://www.apartments.com/2342-w-bloomingdale-ave-chicago-il-unit-205/zexr73z/
3,"$4,300 ","Apartment for Rent, Chicago, IL",1570 N Milwaukee Ave,3 Beds,2 ba,"1,440 sq ft",Bucktown,"1570 N Milwaukee Ave Chicago, IL 60622",https://www.apartments.com/1570-n-milwaukee-ave-chicago-il-unit-fl2-id331/r96m8z3/
3,"$2,995 ","Condo for Rent, Chicago, IL",2353 W Wabansia Ave,2 Beds,2 ba,,Bucktown,"2353 W Wabansia Ave Chicago, IL 60647",https://www.apartments.com/2353-w-wabansia-ave-chicago-il-unit-204/ftwb51t/
3,"$2,550 ","Apartment for Rent, Chicago, IL",1922 N Wilmot Ave,2 Beds,1 ba,100 sq ft,Bucktown,"1922 N Wilmot Ave Chicago, IL 60647",https://www.apartments.com/1922-n-wilmot-ave-chicago-il-unit-3r/cyld44f/
3,"$3,600 - 4,700","Apartment for Rent, Chicago, IL",2034 N Avondale,2-3 Beds,2 - 2.5 ba,"1,000 - 1,500 sq ft",Bucktown,"2034 N Avondale Chicago, IL 60614",https://www.apartments.com/2034-n-avondale-chicago-il/dznx1nh/
3,"$2,275 ","Apartment for Rent, Chicago, IL",1819 W Cortland St,2 Beds,2 ba,"1,200 sq ft",Bucktown,"1819 W Cortland St Chicago, IL 60622",https://www.apartments.com/1819-w-cortland-st-chicago-il-unit-0ch-2/ht0q552/
3,"$1,950 - 1,995","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,1 Bed,1 ba,800 - 900 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-3rs/kl1rd88/
3,"$2,400 ","Apartment for Rent, Chicago, IL",2014 N Wolcott Ave,2 Beds,2 ba,"1,300 sq ft",Bucktown,"2014 N Wolcott Ave Chicago, IL 60614",https://www.apartments.com/2014-n-wolcott-ave-chicago-il-unit-1f/v49p8ee/
3,"$2,155 - 3,815","Apartment for Rent, Chicago, IL",2125 N Elston Ave,1-2 Beds,1 - 2 ba,"750 - 1,500 sq ft",Bucktown,"2125 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2125-n-elston-ave-chicago-il/etzq8vn/
3,"$3,495 ","Apartment for Rent, Chicago, IL",1629 N Honore St,3 Beds,2 ba,"1,500 sq ft",Bucktown,"1629 N Honore St Chicago, IL 60622",https://www.apartments.com/1629-n-honore-st-chicago-il-unit-1/5hpenlm/
3,"$1,795 ","Apartment for Rent, Chicago, IL",1851 W Dickens Ave,1 Bed,1 ba,600 sq ft,Bucktown,"1851 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1851-w-dickens-ave-chicago-il-unit-1f/t5dmqzc/
3,"$2,550 ","Condo for Rent, Chicago, IL",1817 W Armitage Ave,2 Beds,1.5 ba,"1,555 sq ft",Bucktown,"1817 W Armitage Ave Chicago, IL 60622",https://www.apartments.com/1817-w-armitage-ave-chicago-il-unit-1/zpr6exy/
3,"$2,772 ","Apartment for Rent, Chicago, IL",2110 N Damen Ave,2 Beds,2 ba,"1,500 sq ft",Bucktown,"2110 N Damen Ave Chicago, IL 60647",https://www.apartments.com/2110-n-damen-ave-chicago-il-unit-2/m146s8j/
3,"$3,900 ","Townhome for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,"2,000 sq ft",Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il/1b0vw37/
3,"$2,888 ","Apartment for Rent, Chicago, IL",1613 N Honore St,3 Beds,2 ba,"1,700 sq ft",Bucktown,"1613 N Honore St Chicago, IL 60622",https://www.apartments.com/1613-n-honore-st-chicago-il-unit-3/6k8eh4v/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,1 Bed,1 ba,800 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-gs/xlxskxn/
3,"$2,550 ","Condo for Rent, Chicago, IL",1817 W Armitage Ave,2 Beds,1.5 ba,"1,555 sq ft",Bucktown,"1817 W Armitage Ave Chicago, IL 60622",https://www.apartments.com/1817-w-armitage-ave-chicago-il-unit-002/dckp4jh/
3,"$4,250 ","Condo for Rent, Chicago, IL",1750 N Wolcott Ave,2 Beds,2 ba,"1,600 sq ft",Bucktown,"1750 N Wolcott Ave Chicago, IL 60622",https://www.apartments.com/1750-n-wolcott-ave-chicago-il-unit-303/wpb88rl/
3,"$1,540 ","Apartment for Rent, Chicago, IL",1851 W Dickens Ave,1 Bed,1 ba,700 sq ft,Bucktown,"1851 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1851-w-dickens-ave-chicago-il-unit-1f/4rgmqrj/
3,"$1,995 ","Apartment for Rent, Chicago, IL",2134 W Concord Plz,1 Bed,1 ba,800 sq ft,Bucktown,"2134 W Concord Plz Chicago, IL 60647",https://www.apartments.com/2134-w-concord-plz-chicago-il-unit-1f/jhy3gp5/
3,"$3,300 ","Apartment for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,"1,600 sq ft",Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il-unit-e/4q1bvkl/
3,"$4,250 ","Condo for Rent, Chicago, IL",1750 N Wolcott Ave,2 Beds,2 ba,"1,600 sq ft",Bucktown,"1750 N Wolcott Ave Chicago, IL 60622",https://www.apartments.com/1750-n-wolcott-ave-chicago-il-unit-303/r1j4gx1/
3,"$1,995 ","Apartment for Rent, Chicago, IL",2134 W Concord Plz,1 Bed,1 ba,780 sq ft,Bucktown,"2134 W Concord Plz Chicago, IL 60647",https://www.apartments.com/2134-w-concord-plz-chicago-il-unit-1f/scy2s36/
3,"$2,095 ","Apartment for Rent, Chicago, IL",1813 N Milwaukee Ave,2 Beds,1 ba,"1,100 sq ft",Bucktown,"1813 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1813-n-milwaukee-ave-chicago-il-unit-3r/n60cq8p/
3,"$2,800 ","Apartment for Rent, Chicago, IL",1935 N Wood St,3 Beds,2 ba,"1,600 sq ft",Bucktown,"1935 N Wood St Chicago, IL 60622",https://www.apartments.com/1935-n-wood-st-chicago-il-unit-1/z4b7wxz/
3,"$4,950 ","Apartment for Rent, Chicago, IL",2012 W Saint Paul Ave,3 Beds,2 ba,"1,000 sq ft",Bucktown,"2012 W Saint Paul Ave Chicago, IL 60647",https://www.apartments.com/2012-w-saint-paul-ave-chicago-il-unit-0503/3rezyfg/
3,"$1,900 ","Apartment for Rent, Chicago, IL",2348 W Moffat St,1 Bed,1 ba,"1,100 sq ft",Bucktown,"2348 W Moffat St Chicago, IL 60647",https://www.apartments.com/2348-w-moffat-st-chicago-il-unit-3f/s2hrty5/
3,"$2,295 ","Apartment for Rent, Chicago, IL",1813 N Milwaukee Ave,1 Bed,1 ba,"1,000 sq ft",Bucktown,"1813 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1813-n-milwaukee-ave-chicago-il-unit-3f/8rgbvk3/
3,"$2,295 ","Apartment for Rent, Chicago, IL",2042 W Armitage Ave,3 Beds,1 ba,"1,500 sq ft",Bucktown,"2042 W Armitage Ave Chicago, IL 60647",https://www.apartments.com/2042-w-armitage-ave-chicago-il-unit-three/cjz18ng/
3,"$1,975 ","Apartment for Rent, Chicago, IL",2057 W Dickens Ave,Studio,1 ba,700 sq ft,Bucktown,"2057 W Dickens Ave Chicago, IL 60647",https://www.apartments.com/2057-w-dickens-ave-chicago-il-unit-1n/rzjtwp1/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2049 N Hoyne Ave,Studio,1 ba,750 sq ft,Bucktown,"2049 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2049-n-hoyne-ave-chicago-il-unit-2n/bmz8gl8/
3,"$3,900 ","Townhome for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,"2,200 sq ft",Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il/96vllg6/
3,"$1,975 ","Apartment for Rent, Chicago, IL",2057 W Dickens Ave,Studio,1 ba,650 sq ft,Bucktown,"2057 W Dickens Ave Chicago, IL 60647",https://www.apartments.com/2057-w-dickens-ave-chicago-il-unit-1n/kmbhp5c/
3,"$2,650 ","Apartment for Rent, Chicago, IL",2014 N Wolcott Ave,2 Beds,2 ba,"1,000 sq ft",Bucktown,"2014 N Wolcott Ave Chicago, IL 60614",https://www.apartments.com/2014-n-wolcott-ave-chicago-il-unit-1f/djw4tsl/
3,"$2,425 ","Apartment for Rent, Chicago, IL",1857 W Dickens Ave,2 Beds,2 ba,"1,000 sq ft",Bucktown,"1857 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1857-w-dickens-ave-chicago-il-unit-2f/wzfrl4h/
3,"$1,795 ","Apartment for Rent, Chicago, IL",1813 N Milwaukee Ave,1 Bed,1 ba,750 sq ft,Bucktown,"1813 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1813-n-milwaukee-ave-chicago-il-unit-2r/e6cvn4n/
3,"$2,750 ","Apartment for Rent, Chicago, IL",2014 N Wolcott Ave,2 Beds,2 ba,"1,100 sq ft",Bucktown,"2014 N Wolcott Ave Chicago, IL 60614",https://www.apartments.com/2014-n-wolcott-ave-chicago-il-unit-1f/bb0p2qb/
3,"$3,300 ","Condo for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,"2,000 sq ft",Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il-unit-e/rbk6nn2/
3,"$7,000 ","Apartment for Rent, Chicago, IL",1834 W North Ave,1 Bed,2 ba,"3,500 sq ft",Bucktown,"1834 W North Ave Chicago, IL 60622",https://www.apartments.com/1834-w-north-ave-chicago-il-unit-3/0jsg3y1/
3,"$4,990 ","Townhome for Rent, Chicago, IL",1618 N Bosworth Ave,3 Beds,2.5 ba,,Bucktown,"1618 N Bosworth Ave Chicago, IL 60642",https://www.apartments.com/1618-n-bosworth-ave-chicago-il/rmbmdf1/
3,"$1,710 ","Apartment for Rent, Chicago, IL",1851 W Dickens Ave,1 Bed,1 ba,750 sq ft,Bucktown,"1851 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1851-w-dickens-ave-chicago-il-unit-1f/rnmc9n3/
3,"$5,500 ","Apartment for Rent, Chicago, IL",2014 W Wabansia Ave,4 Beds,3.5 ba,"3,200 sq ft",Bucktown,"2014 W Wabansia Ave Chicago, IL 60647",https://www.apartments.com/2014-w-wabansia-ave-chicago-il-unit-4/ekwml2p/
3,"$1,950 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,Studio,1 ba,"1,000 sq ft",Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-2rs/veyhf8d/
3,"$1,875 ","Apartment for Rent, Chicago, IL",1951 W Dickens Ave,2 Beds,1 ba,900 sq ft,Bucktown,"1951 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1951-w-dickens-ave-chicago-il-unit-6/x25q58p/
3,"$2,200 ","Apartment for Rent, Chicago, IL",1922 N Wilmot Ave,2 Beds,1 ba,900 sq ft,Bucktown,"1922 N Wilmot Ave Chicago, IL 60647",https://www.apartments.com/1922-n-wilmot-ave-chicago-il/97z5124/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,Studio,1 ba,650 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-1rs/qvjpvww/
3,"$8,995 /mo","House for Rent, Chicago, IL",2022 N Wolcott Ave,"4 Beds, 3.5 Baths",3.5 ba,,Bucktown,"2022 N Wolcott Ave Chicago, IL 60614",https://www.apartments.com/2022-n-wolcott-ave-chicago-il/k7zsr59/
3,"$1,995 ","Condo for Rent, Chicago, IL",2039 N Hoyne Ave,Studio,1 ba,100 sq ft,Bucktown,"2039 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2039-n-hoyne-ave-chicago-il-unit-1/qf4pl7z/
3,"$3,500 ","Apartment for Rent, Chicago, IL",2036 W Charleston St,3 Beds,2 ba,"1,400 sq ft",Bucktown,"2036 W Charleston St Chicago, IL 60647",https://www.apartments.com/2036-w-charleston-st-chicago-il-unit-1/kpsjcbb/
3,Call for Rent,"Apartment for Rent, Chicago, IL",1900 N Milwaukee Ave,2 Beds,2 ba,,Bucktown,"1900 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1900-n-milwaukee-ave-chicago-il-unit-301/7zpb59x/
3,"$3,700 ","Townhome for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,"2,500 sq ft",Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il/8j9zm40/
3,"$2,195 ","Condo for Rent, Chicago, IL",2320 N Damen Ave,1 Bed,1.5 ba,"1,000 sq ft",Bucktown,"2320 N Damen Ave Chicago, IL 60647",https://www.apartments.com/2320-n-damen-ave-chicago-il-unit-2a/tcxgkq8/
3,"$1,850 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,Studio,1 ba,600 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-1/89p5wg0/
3,"$2,200 ","Apartment for Rent, Chicago, IL",1922 N Wilmot Ave,2 Beds,1 ba,"1,200 sq ft",Bucktown,"1922 N Wilmot Ave Chicago, IL 60647",https://www.apartments.com/1922-n-wilmot-ave-chicago-il-unit-3r/hjcxw72/
3,"$2,500 ","Apartment for Rent, Chicago, IL",1627 N Winchester Ave,3 Beds,2 ba,"1,200 sq ft",Bucktown,"1627 N Winchester Ave Chicago, IL 60622",https://www.apartments.com/1627-n-winchester-ave-chicago-il-unit-2f/q73z4zw/
3,"$2,700 ","Apartment for Rent, Chicago, IL",1629 N Claremont Ave,3 Beds,2 ba,"1,800 sq ft",Bucktown,"1629 N Claremont Ave Chicago, IL 60647",https://www.apartments.com/1629-n-claremont-ave-chicago-il-unit-2/jx7pg45/
3,"$1,100 /mo","House for Rent, Chicago, IL",4031 N Kenmore Ave,"Studio, 1 Bath",1 ba,,Bucktown,"4031 N Kenmore Ave Chicago, IL 60613",https://www.apartments.com/4031-n-kenmore-ave-chicago-il/3nhcqdf/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,Studio,1 ba,550 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-1rs/7z4q39y/
3,"$1,895 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,Studio,1 ba,600 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-1/nf2jrdm/
3,"$3,300 ","Apartment for Rent, Chicago, IL",2331 N Lister Ave,3 Beds,2.5 ba,"1,600 sq ft",Bucktown,"2331 N Lister Ave Chicago, IL 60614",https://www.apartments.com/2331-n-lister-ave-chicago-il-unit-e/ln28t9f/
3,"$4,300 ","Apartment for Rent, Chicago, IL",2034 N Avondale Ave,2 Beds,2 ba,"1,000 sq ft",Bucktown,"2034 N Avondale Ave Chicago, IL 60614",https://www.apartments.com/2034-n-avondale-ave-chicago-il-unit-fl3-id768/y4nqttv/
3,"$1,800 ","Apartment for Rent, Chicago, IL",1827 N Hermitage Ave,1 Bed,1 ba,800 sq ft,Bucktown,"1827 N Hermitage Ave Chicago, IL 60622",https://www.apartments.com/1827-n-hermitage-ave-chicago-il-unit-2f/0q7yjx2/
3,"$1,841 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,Studio,1 ba,516 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/s28py06/
3,"$1,755 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,Studio,1 ba,517 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/9026ww7/
3,"$3,050 ","Apartment for Rent, Chicago, IL",1647 N Milwaukee Ave,1 Bed,1 ba,763 sq ft,Bucktown,"1647 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1647-n-milwaukee-ave-chicago-il-unit-fl2-id843/16d6175/
3,"$1,655 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,Studio,1 ba,460 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/214q559/
3,"$2,845 ","Apartment for Rent, Chicago, IL",1740 N Leavitt St,2 Beds,2 ba,"1,022 sq ft",Bucktown,"1740 N Leavitt St Chicago, IL 60647",https://www.apartments.com/1740-n-leavitt-new-units-available-chicago-il/t2rk91c/
3,"$2,662 ","Apartment for Rent, Chicago, IL",1740 N Leavitt St,2 Beds,2 ba,"1,009 sq ft",Bucktown,"1740 N Leavitt St Chicago, IL 60647",https://www.apartments.com/1740-n-leavitt-new-units-available-chicago-il/zs4hebz/
3,"$3,500 ","Apartment for Rent, Chicago, IL",2036 W Charleston St,3 Beds,2 ba,"1,500 sq ft",Bucktown,"2036 W Charleston St Chicago, IL 60647",https://www.apartments.com/2036-w-charleston-st-chicago-il-unit-1f/tw9xrc8/
3,"$1,978 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,1 Bed,1 ba,684 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/pjnybdt/
3,"$1,978 ","Apartment for Rent, Chicago, IL",1740 N Leavitt St,1 Bed,1 ba,684 sq ft,Bucktown,"1740 N Leavitt St Chicago, IL 60647",https://www.apartments.com/1740-n-leavitt-new-units-available-chicago-il/my9wx5h/
3,"$1,995 ","Apartment for Rent, Chicago, IL",2047 N Hoyne Ave,1 Bed,1 ba,800 sq ft,Bucktown,"2047 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2047-n-hoyne-ave-chicago-il-unit-2s/926m9c7/
3,"$3,790 ","Apartment for Rent, Chicago, IL",2034 N Avondale Ave,2 Beds,2 ba,"1,000 sq ft",Bucktown,"2034 N Avondale Ave Chicago, IL 60614",https://www.apartments.com/2034-n-avondale-ave-chicago-il-unit-fl2-id844/hwk8lj0/
3,"$1,865 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,Studio,1 ba,462 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/vcz90ze/
3,"$1,995 ","Apartment for Rent, Chicago, IL",2134 W Concord Plz,1-2 Beds,1 ba,"1,000 - 1,100 sq ft",Bucktown,"2134 W Concord Plz Chicago, IL 60647",https://www.apartments.com/2134-w-concord-plz-chicago-il/z0dcnly/
3,"$1,796 ","Apartment for Rent, Chicago, IL",2100 N Elston Ave,Studio,1 ba,534 sq ft,Bucktown,"2100 N Elston Ave Chicago, IL 60614",https://www.apartments.com/2100-n-ellston-new-apartments-available-chicago-il/27wq3nc/
3,"$1,900 ","Apartment for Rent, Chicago, IL",2348 W Moffat St,1 Bed,1 ba,900 sq ft,Bucktown,"2348 W Moffat St Chicago, IL 60647",https://www.apartments.com/2348-w-moffat-st-chicago-il/15k2qw4/
3,"$2,133 - 3,250","Apartment for Rent, Chicago, IL",1900 N Milwaukee Ave,1-2 Beds,1 - 2 ba,"669 - 1,230 sq ft",Bucktown,"1900 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1900-n-milwaukee-ave-chicago-il/vcy97jg/
3,"$2,000 - 2,790","Apartment for Rent, Chicago, IL",1914 N Milwaukee Ave,1-2 Beds,1 - 2 ba,"669 - 1,230 sq ft",Bucktown,"1914 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1914-n-milwaukee-ave-chicago-il/zk990xw/
3,"$1,710 ","Apartment for Rent, Chicago, IL",1851 W Dickens Ave,1 Bed,1 ba,500 sq ft,Bucktown,"1851 W Dickens Ave Chicago, IL 60614",https://www.apartments.com/1851-w-dickens-ave-chicago-il-unit-1f/d59jc1j/
3,"$3,000 ","Apartment for Rent, Chicago, IL",1659 N Western Ave,3 Beds,3 ba,"1,750 sq ft",Bucktown,"1659 N Western Ave Chicago, IL 60647",https://www.apartments.com/1659-n-western-ave-chicago-il-unit-1/vr32ffe/
3,"$1,795 ","Apartment for Rent, Chicago, IL",2049 N Hoyne Ave,Studio,1 ba,610 sq ft,Bucktown,"2049 N Hoyne Ave Chicago, IL 60647",https://www.apartments.com/2049-n-hoyne-ave-chicago-il-unit-1n/2n4lepb/
3,"$2,641 ","Apartment for Rent, Chicago, IL",1931 N Milwaukee Ave,2 Beds,2 ba,"1,230 sq ft",Bucktown,"1931 N Milwaukee Ave Chicago, IL 60647",https://www.apartments.com/1931-n-milwaukee-ave-chicago-il-unit-3/cm6849e/
